filepath,speaker,label,dataset
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/AbJHeFbRM0s_Deputy_Mattie_McGrath_-_Government_Business_-_4_Ju__09814c2cba.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ct8sVobG13I_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__92bbb7c343.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/KpXDUES3EBw_Deputy_Mattie_McGrath_-_speech_from_9_May_2019__82230cb8c1.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/3y_DGt2_2FQ_Deputy_Mattie_McGrath_-_Priority_Questions_-_07_03__b837a76c49.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/TW1f_jt5nw0_Deputy_Mattie_McGrath_-_Order_of_Business_-_9_Jul___7e1a574038.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/hHm4JLB8RkM_Deputy_Mattie_McGrath_-_Private_Members__Business___c6a68fd557.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ukcRZtn0osc_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__b4399cf395.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uldWXxxfWvA_Deputy_Mattie_McGrath_-_Government_Business_-_3_Oc__31025b38d8.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/3G4ag79-haY_Deputy_Mattie_McGrath_-_Private_Members__Business___cf9d604417.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/PTRXoGf-wn8_Deputy_Mattie_McGrath_-_Government_Business_-_9_Ju__11a9e457a3.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/J_S5quP8gLw_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__fd75449e0a.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/WuQ1a_Idb8g_Deputy_Mattie_McGrath_-_Government_Business_-_24_S__5dc161818f.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/TQvdOV7HJdQ_Deputy_Mattie_McGrath_-_Government_Business_-_2_Oc__ec1a992e58.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/PIB6kGLQC-4_Deputy_Mattie_McGrath_-_Government_Business_-_10_J__312589e56d.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/e6KzABen2lk_Deputy_Mattie_McGrath_-_Government_Business_-_10_0__1192b5a81f.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/lnWnabSXj8k_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__0af4f5fc1d.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/hrHpZyhfSSI_Deputy_Mattie_McGrath_-_Private_Members__Business___7f3cdccc25.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/pmdzHLDNgtE_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__2a813b880a.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/cAyzoqptT9U_Deputy_Mattie_McGrath_-_Priority_Questions_-_3_Oct__fa4bfacc38.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/OI87VRsGry8_Deputy_Mattie_McGrath_-_Private_Members__Business___bc4380059b.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/oQSU2CAc_UE_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__bea07d7b80.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ydn2uzrNHh4_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__165293860e.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8Ea03ZeLums_Deputy_Mattie_McGrath_-_Government_Business_-_27_0__15ea917389.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/3h1Y3JlQvx8_Deputy_Mattie_McGrath_-_speech_from_8_May_2019__5949ebf4a1.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/TnvyKYsO6Lo_Deputy_Mattie_McGrath_-_Private_Members__Business___e1696f7998.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/AH9vV6Qm-lo_Deputy_Mattie_McGrath_-_Private_Members__Business___95e3cc8754.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ykFj-pRJLDs_Deputy_Mattie_McGrath_-_Order_of_Business_-_19_Jun__a163489fe9.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/n70dv8FtFs4_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__6d2a7584d2.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/xpgQ7kFXGtc_Deputy_Mattie_McGrath_-_Order_of_Business_-_16_04___287d6219ea.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/njdbZm0_VXo_Deputy_Mattie_McGrath_-_Private_Members__Business___ba7aa42093.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/smEwTXTWZyE_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__64ba7cc987.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NMQINYQNlvg_Deputy_Mattie_McGrath_-_Order_of_Business_-_18_Jun__b769235787.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/KvlHGwogkZ4_Deputy_Mattie_McGrath_-_Government_Business_-_27_J__90e08150ee.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/6oPm91StNiA_Deputy_Mattie_McGrath_-_Government_Business_-_26_J__118ad7b33b.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/IHPezo_2IEw_Deputy_Mattie_McGrath_-_Government_Business_-_18_S__08fb82d330.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/T3USJ5Yxl6M_Deputy_Mattie_McGrath_-_Order_of_Business_-_24_Sep__20f194293f.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uCffxN8c1tg_Deputy_Mattie_McGrath_-_Private_Members__Business___dd47731c72.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/0zWNEV3G2PU_Deputy_Mattie_McGrath_-_Government_Business_-_12_0__8186e59ee6.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/a3p9s0l01FU_Deputy_Mattie_McGrath_-_Government_Business_-_10_0__00960b6a69.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/myI7I2HoUBk_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__05f581311d.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/BgzkFQQOjbI_Deputy_Mattie_McGrath_-_Topical_Issues_-_16_04_201__ac7df05359.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/vgH0lGVvosI_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__ef5295f438.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NI_eEdtcoHc_Deputy_Mattie_McGrath_-_Expressions_of_Sympathy_-___f97559b606.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/OPKo4jrTTdU_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__7275d0bd4e.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/noKeiPXYedU_Deputy_Mattie_McGrath_-_Private_Members__Business___c15170b6c7.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/w_gVQNomI-g_Deputy_Mattie_McGrath_-_Government_Business_-_10_J__0f9d1fe42c.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/KNHBj1e1TIo_Deputy_Mattie_McGrath_-_Private_Members__Business___662bddcd4d.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/b26bbJbn3NQ_Deputy_Mattie_McGrath_-_Government_Business_-_18_J__d87f24f9da.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/vWsbd0Nhoio_Deputy_Mattie_McGrath_-_Priority_Questions_-_10_Ju__3e7fa840a2.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_2_Um4o3uv0_Deputy_Mattie_McGrath_-_Government_Business_-_12_J__99c19b8482.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/LDpNxWGI9Ek_Deputy_Mattie_McGrath_-_Government_Business_-_10_J__8ab0f4c0f8.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/QrOY3JuEqw0_Deputy_Mattie_McGrath_-_Leaders__Questions_-_9_May__7c228823f5.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/T3ZSw3fgmHc_Deputy_Mattie_McGrath_-_Government_Business_-_25_S__40cbd0953e.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/l_lY63xq3zM_Deputy_Mattie_McGrath_-_Government_Business_-_12_J__02823df503.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/9Tmnffhz_Ds_Deputy_Mattie_McGrath_-_Government_Business_-_19_J__77ef3bc680.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/1okFZSLpr8o_Deputy_Mattie_McGrath_-_Topical_Issues_-_26_03_201__e47aba4790.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/4olmJh9Zg3Y_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__2bf21d1c08.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/WwALfNQ1h3s_Deputy_Mattie_McGrath_-_Topical_Issues_-_26_03_201__8246bc71dc.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/66OegRKz_Hc_Deputy_Mattie_McGrath_-_Order_of_Business_-_2_Jul___7d8133407a.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/WxvF8x_jnHQ_Deputy_Mattie_McGrath_-_Government_Business_-_12_J__68415b5c3a.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/f3_r1FkLXMg_Deputy_Mattie_McGrath_-_Government_Business_-_26_J__486ad8e100.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/FSEJ_0ft6Cw_Deputy_Mattie_McGrath_-_Questions_on_Promised_Legi__b662a44798.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/qjISopFzsNE_Deputy_Mattie_McGrath_-_Topical_Issues_-_25_Jun_20__93f2769d75.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/urtDXCezZ-M_Deputy_Mattie_McGrath_-_Government_Business_-_25_J__dedb652f95.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/00gUGrlPyds_Deputy_Mattie_McGrath_Leaders__Questions_-_10_Jul___6c8f478eea.wav,mattie mcgrath,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8ptw8dG8rgA_Maura_Hopkins_-_speech_from__09_Apr_2019__c1bfb74e4d.wav,maura hopkins,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/7_8oNk3pLww_Senator_Maura_Hopkins_-_speech_from_19_Jun_2019__b58bfef375.wav,maura hopkins,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/u2y48jBq88w_Maura_Hopkins_-_speech_from__17_Apr_2019__66484063c2.wav,maura hopkins,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/F4pnpfUHGrg_Senator_Maura_Hopkins_-_Order_of_Business_-_15_May__2fcea3946c.wav,maura hopkins,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/nBDao46FaSA_Maura_Hopkins_-_speech_from__09_Apr_2019__7f2df107cb.wav,maura hopkins,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/T_3fSS5YgxI_Senator_Maura_Hopkins_-_speech_from_22_May_2019__b4c388b769.wav,maura hopkins,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Oy5tR7hGfCE_Senator_Maura_Hopkins_-_speech_from_1_Oct_2019__d96ce9b203.wav,maura hopkins,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/lwWJOpTeVRI_Deputy_Maureen_O_Sullivan_-_Other_Questions_-_18_J__fe6da2692c.wav,maureen o'sullivan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/umTO0cyMp-E_Deputy_Maureen_O_Sullivan_-_Government_Business_-___be70143fd8.wav,maureen o'sullivan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/kCyvKIbk0jU_Deputy_Maureen_O_Sullivan_-_Government_Business_-___aa62f34168.wav,maureen o'sullivan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/eSMH2qLnr8w_Deputy_Maureen_O_Sullivan_-_Other_Questions_-_17_S__2a9c459b59.wav,maureen o'sullivan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/YyzQOwWNaUs_Deputy_Maurice_Quinlivan_-_Government_Business_-_0__1a92b02036.wav,maurice quinlivan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/3P_1wkPOM0Q_Deputy_Maurice_Quinlivan_-_Priority_Questions_-_27__2be358c01e.wav,maurice quinlivan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/om7Z9DRDsFg_Deputy_Maurice_Quinlivan_-_Questions_on_Promised_L__80778a75a2.wav,maurice quinlivan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/1OUGarSLgmw_Deputy_Maurice_Quinlivan_-_Topical_Issues_-_14_May__f088bc0831.wav,maurice quinlivan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/qQOWo9IhNB8_Deputy_Maurice_Quinlivan_-_Order_of_Business_-_24___e030b143de.wav,maurice quinlivan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/3X9BUoLaVKo_Deputy_Michael_Collins_-_Government_Business_-_17___5a39e51854.wav,michael collins,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/f5bI1_ns0ms_Deputy_Michael_Creed_-_Government_Business_-_17_Se__ee2e25ca1d.wav,michael creed,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/psXQXpLe86M_Deputy_Michael_D_Arcy_-_Government_Business_-_12_0__be4f3b0bea.wav,michael d'arcy,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/BmAzpS00SBM_Deputy_Michael_D_Arcy_-_Private_Members__Business___fbe43473d6.wav,michael d'arcy,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/xSKYIxWrMvc_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__03b7d1e7a5.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ijNCKrY2zug_Deputy_Michael_Fitzmaurice_-_Order_of_Business_-_1__8a2e62b2b1.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_gXTceDxePc_Deputy_Michael_Fitzmaurice_-_Questions_on_Promised__7436d7f736.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/MkcaEj8S7sA_Deputy_Michael_Fitzmaurice_-_Government_Business_-__c4f1315436.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Mp0gZT9i_jA_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__fb176e8b12.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/gx90Yuuw7XM_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__d6e22de60f.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/h27try2siBM_Deputy_Michael_Fitzmaurice_-_Order_of_Business_-_2__1cc2d6cba3.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/5BU3lYWH8j8_Deputy_Michael_Fitzmaurice_-_Government_Business_-__cf6ecf422d.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/psxZCfbKihk_Deputy_Michael_Fitzmaurice_-_Topical_Issues_-_11_J__5e53e09210.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/huy5Cgpr15Q_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__95a4287862.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/rs59F6VXDh0_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__7fb1846a34.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/5raNgSO89oI_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__af969c550b.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/WOUVPnja9F4_Deputy_Michael_Fitzmaurice_-_Topical_Issues_-_27_0__eb6ee46b23.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Mj5bcPSby0I_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__665bca2989.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/EaFU4qKGyTs_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__36091453c1.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/EsqvoKMzSVY_Deputy_Michael_Fitzmaurice_-_Government_Business_-__5f6561a2bb.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Kb3_BnOnTg0_Deputy_Michael_Fitzmaurice_-_Government_Business_-__f68272e7b8.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/SmclqneLY9U_Deputy_Michael_Fitzmaurice_-_Government_Business_-__5dff3f6b82.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/wmEyFrGNTnE_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__d5fc0e74cb.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/7g6o1A8IdDY_Deputy_Michael_Fitzmaurice_-_Government_Business_-__f4f29aa824.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/sLlTrWMqX20_Deputy_Michael_Fitzmaurice_-_Topical_Issues_-_11_J__f8b3ce9623.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/sputmbSAAMk_Deputy_Michael_Fitzmaurice_-_Government_Business_-__c58a7f1399.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/A3bNw_5k8m8_Deputy_Michael_Fitzmaurice_-_Private_Members__Busi__cd95b40ca4.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/k6na-f5pmHI_Deputy_Michael_Fitzmaurice_-_Government_Business_-__ac7ee1e2ac.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/XXUTdPlsdQE_Deputy_Michael_Fitzmaurice_-_Topical_Issues_-_12_0__e5e199f5b1.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/tk38N4-3W1M_Deputy_Michael_Fitzmaurice_-_Government_Business_-__4b7456b7fc.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ADIPTTiNr3E_Deputy_Michael_Fitzmaurice_-_Government_Business_-__2c77ba3c81.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/n2ktVAU-s04_Deputy_Michael_Fitzmaurice_-_Topical_Issues_-_11_J__e8033f033c.wav,michael fitzmaurice,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/16VxYiVKgwo_Deputy_Michael_Harty_-_Private_Members__Business_-__f13efd229e.wav,michael harty,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/4EfuO9-S0WY_Deputy_Michael_Harty_-_Leaders__Questions_-_05_03___5824b6698a.wav,michael harty,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/VuWZjLf6B7w_Deputy_Michael_Healy-Rae_-_Private_Members__Busine__2f91882248.wav,michael healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uA5oEyFiqc8_Deputy_Michael_Healy-Rae_-_Priority_Questions_-_19__dd36048ef0.wav,michael healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/K1WpPCLmBGQ_Deputy_Michael_Healy-Rae_-_Private_Members__Busine__6e8c200251.wav,michael healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/qpIIFaklb4s_Deputy_Michael_Healy-Rae_-_Topical_Issues_-_17_Sep__3a489107ae.wav,michael healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/eAOce92B5f8_Deputy_Michael_Lowry_-_Expressions_of_Sympathy_-_2__c9b3bd7399.wav,michael lowry,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/h3AzJGtFOzE_Senator_Michael_McDowell_-_speech_from_9_May_2019__09fb75cfb2.wav,michael mcdowell,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/WwC3mC5LUUA_Michael_McDowell_-_speech_from__18_Apr_2019__ca15b8cee1.wav,michael mcdowell,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/u2WcXeQ7xJg_Michael_McDowell_-_speech_from__10_Apr_2019__6f4b8760d4.wav,michael mcdowell,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/IGq_qZdOiZg_Michael_McDowell_-_speech_from__10_Apr_2019__65488eb35a.wav,michael mcdowell,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/jRAIUBkOfTg_Michael_McDowell_-_speech_from__17_Apr_2019__68dc2f6515.wav,michael mcdowell,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/U9ry-jqs9vY_Senator_Michael_McDowell_-_speech_from_9_May_2019__a4ae0cc5e2.wav,michael mcdowell,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/dwVLI-rletM_Michael_McDowell_-_speech_from__17_Apr_2019__e3fa68f03b.wav,michael mcdowell,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/gxf79BspDGE_Senator_Michael_McDowell_-_speech_from_24_Sep_2019__8e4b0100f4.wav,michael mcdowell,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/0HofLm5ph_w_Michael_McDowell_-_speech_from__09_Apr_2019__e9266adf3f.wav,michael mcdowell,Leinster,DAIL
